Model Prediction	Tags	Tokens
O	O	,
O	O	and
O	O	the
O	O	in
O	O	-
O	O	frame
O	O	deletion
O	O	390delGly
O	O	were
O	O	assessed
O	O	by
O	O	their
O	O	respective
O	O	expression
O	O	in
O	O	a
O	O	prokaryotic
O	O	system
O	O	using
O	O	site
O	O	-
O	O	directed
O	O	mutagenesis
O	O	.
O	O	These
O	O	mutations
O	O	resulted
O	O	in
O	O	the
O	O	absence
O	O	or
O	O	a
O	O	dramatic
O	O	decrease
O	O	of
B	O	CPO
O	O	activity
O	O	.
O	O	The
O	O	two
O	O	polymorphisms
O	O	were
O	O	localized
O	O	in
O	O	noncoding
O	O	part
O	O	of
O	O	the
O	O	gene
O	O	1
O	O	)
O	O	a
O	O	C
O	O	/
O	O	G
O	O	polymorphism
O	O	in
O	O	the
O	O	promotor
O	O	region
O	O	,
O	O	142
O	O	bp
O	O	upstream
O	O	from
O	O	the
O	O	transcriptional
O	O	initiation
O	O	site
O	O	(
O	O	-
O	O	142C
O	O	/
O	O	G
O	O	)
O	O	,
O	O	and
O	O	2
O	O	)
O	O	a
O	O	6
O	O	bp
O	O	deletion
O	O	polymorphism
O	O	in
O	O	the
O	O	3
O	O	noncoding
O	O	part
O	O	of
O	O	the
O	O	CPO
O	O	gene
O	O	,
O	O	574
O	O	bp
O	O	downstream
O	O	of
O	O	the
O	O	last
O	O	base
O	O	of
O	O	the
O	O	normal
O	O	termination
O	O	codon
O	O	(
O	O	+
O	O	574
O	O	delATTCTT
O	O	)
O	O	.
O	O	Five
O	O	intragenic
O	O	dimorphisms
O	O	are
O	O	now
O	O	well
O	O	characterized
O	O	and
O	O	the
O	O	high
O	O	degree
O	O	of
O	O	allelic
O	O	heterogeneity
O	O	in
O	B	HC
O	O	is
O	O	demonstrated
O	O	with
O	O	seven
O	O	new
O	O	different
O	O	mutations
O	O	making
O	O	a
O	O	total
O	O	of
O	O	nineteen
B	O	CPO
O	B	gene
O	I	defects
O	O	reported
O	O	so
O	O	far
O	O	.
O	O	.
O	O	Coincidence
O	O	of
O	O	two
O	O	novel
O	O	arylsulfatase
O	O	A
O	O	alleles
O	O	and
O	O	mutation
O	O	459
O	O	+
O	O	1G
O	O	>
O	O	A
O	O	within
O	O	a
O	O	family
O	O	with
B	B	metachromatic
I	I	leukodystrophy
O	O	:
O	O	molecular
O	O	basis
O	O	of
O	O	phenotypic
O	O	heterogeneity
O	O	.
O	O	In
O	O	a
O	O	family
O	O	with
O	O	three
O	O	siblings
O	O	,
O	O	one
O	O	developed
O	O	classical
B	O	late
B	O	infantile
I	B	metachromatic
I	I	leukodystrophy
O	O	(
B	B	MLD
O	O	)
O	O	,
O	O	fatal
O	O	at
O	O	age
O	O	5
O	O	years
O	O	,
O	O	with
O	O	deficient
O	O	arylsulfatase
O	O	A
O	O	(
O	O	ARSA
O	O	)
O	O	activity
O	O	and
O	O	increased
O	O	galactosylsulfatide
O	O	(
O	O	GS
O	O	)
O	O	excretion
O	O	.
O	O	The
O	O	two
O	O	other
O	O	siblings
O	O	,
O	O	apparently
O	O	healthy
O	O	at
O	O	12
O	O	(
O	O	1
O	O	/
O	O	2
O	O	)
O	O	and
O	O	15
O	O	years
O	O	,
O	O	respectively
O	O	,
O	O	and
O	O	their
O	O	father
O	O	,
O	O	apparently
O	O	healthy
O	O	as
O	O	well
O	O	,
O	O	presented
B	O	ARSA
O	O	and
B	O	GS
O	O	values
O	O	within
O	O	the
O	O	range
O	O	of
B	B	MLD
O	O	patients
O	O	.
O	O	Mutation
O	O	screening
O	O	and
O	O	sequence
O	O	analysis
O	O	disclosed
O	O	the
O	O	involvement
O	O	of
O	O	three
O	O	different
O	O	ARSA
O	O	mutations
O	O	being
O	O	the
O	O	molecular
O	O	basis
O	O	of
O	O	intrafamilial
O	O	phenotypic
O	O	heterogeneity
O	O	.
O	O	The
O	O	late
O	O	infantile
O	O	patient
O	O	inherited
O	O	from
O	O	his
O	O	mother
O	O	the
O	O	frequent
O	O	0
O	O	-
O	O	type
O	O	mutation
O	O	459
O	O	+
O	O	1G
O	O	>
O	O	A
O	O	,
O	O	and
O	O	from
O	O	his
O	O	father
O	O	a
O	O	novel
O	O	,
O	O	single
O	O	basepair
O	O	microdeletion
O	O	of
O	O	guanine
O	O	at
O	O	nucleotide
O	O	7
O	O	in
O	O	exon
O	O	1
O	O	(
O	O	7delG
O	O	)
O	O	.
O	O	The
O	O	two
O	O	clinically
O	O	unaffected
O	O	siblings
O	O	carried
O	O	the
O	O	maternal
O	O	mutation
O	O	459
O	O	+
O	O	1G
O	O	>
O	O	A
O	O	and
O	O	,
O	O	on
O	O	their
O	O	paternal
O	O	allele
O	O	,
O	O	a
O	O	novel
O	O	cytosine
O	O	to
O	O	thymidine
O	O	transition
O	O	at
O	O	nucleotide
O	O	2435
O	O	in
O	O	exon
O	O	8
O	O	,
O	O	resulting
O	O	in
O	O	substitution
O	O	of
O	O	alanine
O	O	464
O	O	by
O	O	valine
O	O	(
O	O	A464V
O	O	)
O	O	.
O	O	The
O	O	fathers
O	O	genotype
O	O	thus
O	O	was
O	O	7delG
O	O	/
O	O	A464V
O	O	.
O	O	Mutation
O	O	A464V
O	O	was
O	O	not
O	O	found
O	O	in
O	O	18
O	O	unrelated
B	B	MLD
O	O	patients
O	O	and
O	O	50
O	O	controls
O	O	.
O	O	A464V
O	O	,
O	O	although
O	O	clearly
O	O	modifying
O	O	ARSA
O	O	and
B	O	GS
O	O	levels
O	O	,
O	O	apparently
O	O	bears
O	O	little
O	O	significance
O	O	for
O	O	clinical
O	O	manifestation
O	O	of
B	B	MLD
O	O	,
O	O	mimicking
O	O	the
O	O	frequent
B	O	ARSA
O	O	pseudodeficiency
O	O	allele
O	O	.
O	O	Our
O	O	results
O	O	demonstrate
O	O	that
O	O	in
O	O	certain
O	O	genetic
O	O	conditions
B	B	MLD
O	O	-
O	O	like
O	O	ARSA
O	O	and
B	O	GS
O	O	values
O	O	need
O	O	not
O	O	be
O	O	paralleled
O	O	by
O	O	clinical
O	O	disease
O	O	,
O	O	a
O	O	finding
O	O	with
O	O	serious
O	O	diagnostic
O	O	and
O	O	prognostic
O	O	implications
O	O	.
O	O	Moreover
O	O	,
O	O	further
B	O	ARSA
O	O	alleles
O	O	functionally
O	O	similar
O	O	to
O	O	A464V
O	O	might
O	O	exist
O	O	which
O	O	,
O	O	together
O	O	with
O	O	0
O	O	-
O	O	type
O	O	mutations
O	O	,
O	O	may
O	O	cause
O	O	pathological
B	O	ARSA
O	O	and
B	O	GS
O	O	levels
O	O	,
O	O	but
O	O	not
O	O	clinical
O	O	outbreak
O	O	of
O	O	the
O	O	disease
O	O	.
O	O	.
O	O	Human
B	O	MLH1
I	O	deficiency
O	O	predisposes
O	O	to
B	B	hematological
I	I	malignancy
O	O	and
B	B	neurofibromatosis
I	I	type
I	I	1
O	O	.
O	O	Heterozygous
O	O	germ
O	O	-
O	O	line
O	O	mutations
O	O	in
O	O	the
O	O	DNA
O	O	mismatch
O	O	repair
O	O	genes
O	O	lead
O	O	to
B	B	hereditary
I	I	nonpolyposis
I	I	colorectal
I	I	cancer
O	O	.
O	O	The
O	O	disease
O	O	susceptibility
O	O	of
O	O	individuals
O	O	who
O	O	constitutionally
O	O	lack
O	O	both
O	O	wild
O	O	-
O	O	type
O	O	alleles
O	O	is
O	O	unknown
O	O	.
O	O	We
O	O	have
O	O	identified
O	O	three
O	O	offspring
O	O	in
O	O	a
B	B	hereditary
I	I	nonpolyposis
I	I	colorectal
I	I	cancer
O	O	family
O	O	who
O	O	developed
B	B	hematological
I	I	malignancy
O	O	at
O	O	a
O	O	very
O	O	early
O	O	age
O	O	,
O	O	and
O	O	at
O	O	least
O	O	two
O	O	of
O	O	them
O	O	displayed
O	O	signs
O	O	of
B	B	neurofibromatosis
I	I	type
O	I	1
O	O	(
B	B	NF1
O	O	)
O	O	.
O	O	DNA
O	O	sequence
O	O	analysis
O	O	and
O	O	allele
O	O	-
O	O	specific
O	O	amplification
O	O	in
O	O	two
O	O	siblings
O	O	revealed
O	O	a
O	O	homozygous
O	O	MLH1
O	O	mutation
O	O	(
O	O	C676T
O	O	-
O	O	-
O	O	>
O	O	Arg226Stop
O	O	)
O	O	.
O	O	Thus
O	O	,
O	O	a
O	O	homozygous
O	O	germ
O	O	-
O	O	line
O	O	MLH1
O	O	mutation
O	O	and
O	O	consequent
B	O	mismatch
O	O	repair
O	O	deficiency
O	O	results
O	O	in
O	O	a
O	O	mutator
O	O	phenotype
O	O	characterized
O	O	by
B	B	leukemia
O	O	and
O	O	/
O	O	or
B	B	lymphoma
O	O	associated
O	O	with
B	B	neurofibromatosis
I	I	type
I	I	1
O	O	.
O	O	.
O	O	Missense
O	O	mutations
O	O	in
O	O	the
O	O	most
O	O	ancient
O	O	residues
O	O	of
O	O	the
O	O	PAX6
O	O	paired
O	O	domain
O	O	underlie
O	O	a
O	O	spectrum
O	O	of
O	O	human
B	B	congenital
I	I	eye
I	I	malformations
O	O	.
O	O	Mutations
O	O	of
O	O	the
O	O	human
O	O	PAX6
O	O	gene
O	O	underlie
B	B	aniridia
O	O	(
B	B	congenital
I	I	absence
I	I	of
I	I	the
I	I	iris
O	O	)
O	O	,
O	O	a
O	O	rare
O	O	dominant
I	B	malformation
I	I	of
I	I	the
I	I	eye
O	O	.
O	O	The
O	O	spectrum
O	O	of
O	O	PAX6
O	O	mutations
O	O	in
B	B	aniridia
O	O	patients
O	O	is
O	O	highly
O	O	biased
O	O	,
O	O	with
O	O	92
O	O	%
O	O	of
O	O	all
O	O	reported
O	O	mutations
O	O	leading
O	O	to
O	O	premature
O	O	truncation
O	O	of
O	O	the
O	O	protein
O	O	(
O	O	nonsense
O	O	,
O	O	splicing
O	O	,
O	O	insertions
O	O	and
O	O	deletions
O	O	)
O	O	and
O	O	just
O	O	2
O	O	%
O	O	leading
O	O	to
O	O	substitution
O	O	of
O	O	one
O	O	amino
O	O	acid
O	O	by
O	O	another
O	O	(
O	O	missense
O	O	)
O	O	.
O	O	The
O	O	extraordinary
O	O	conservation
O	O	of
O	O	the
O	O	PAX6
O	O	protein
O	O	at
O	O	the
O	O	amino
O	O	acid
O	O	level
O	O	amongst
O	O	vertebrates
O	O	predicts
O	O	that
O	O	pathological
O	O	missense
O	O	mutations
O	O	should
O	O	in
O	O	fact
O	O	be
O	O	common
O	O	even
O	O	though
O	O	they
O	O	are
O	O	hardly
O	O	ever
O	O	seen
O	O	in
B	B	aniridia
O	O	patients
O	O	.
O	O	This
O	O	indicates
O	O	that
O	O	there
O	O	is
O	O	a
O	O	heavy
O	O	ascertainment
O	O	bias
O	O	in
O	O	the
O	O	selection
O	O	of
O	O	patients
O	O	for
O	O	PAX6
O	O	mutation
O	O	analysis
O	O	and
O	O	that
O	O	the
O	O	missing
O	O	PAX6
O	O	missense
O	O	mutations
O	O	frequently
O	O	may
O	O	underlie
O	O	phenotypes
O	O	distinct
O	O	from
O	O	textbook
B	B	aniridia
O	O	.
O	O	Here
O	O	we
O	O	present
O	O	four
O	O	novel
O	O	PAX6
O	O	missense
O	O	mutations
O	O	,
O	O	two
O	O	in
O	O	association
O	O	with
B	O	atypical
O	O	phenotypes
B	B	ectopia
O	I	pupillae
O	O	(
O	B	displaced
O	I	pupils
O	O	)
O	O	and
B	B	congenital
I	I	nystagmus
O	O	(
O	B	searching
O	I	gaze
O	O	)
O	O	,
O	O	and
O	O	two
O	O	in
O	O	association
O	O	with
O	O	more
O	O	recognizable
B	B	aniridia
O	O	phenotypes
O	O	.
O	O	Strikingly
O	O	,
O	O	all
O	O	four
O	O	mutations
O	O	are
O	O	located
O	O	within
O	O	the
O	O	PAX6
O	O	paired
O	O	domain
O	O	and
O	O	affect
O	O	amino
O	O	acids
O	O	which
O	O	are
O	O	highly
O	O	conserved
O	O	in
O	O	all
O	O	known
O	O	paired
O	O	domain
O	O	proteins
O	O	.
O	O	Our
O	O	results
O	O	support
O	O	the
O	O	hypothesis
O	O	that
O	O	the
O	O	under
O	O	-
O	O	representation
O	O	of
O	O	missense
O	O	mutations
O	O	is
O	O	caused
O	O	by
O	O	ascertainment
O	O	bias
O	O	and
O	O	suggest
O	O	that
O	O	a
O	O	substantial
O	O	burden
O	O	of
B	B	PAX6
O	I	-
O	I	related
I	I	disease
O	O	remains
O	O	to
O	O	be
O	O	uncovered
O	O	.
O	O	.
O	O	The
O	O	chromosomal
O	O	order
O	O	of
O	O	genes
O	O	controlling
O	O	the
O	O	major
O	O	histocompatibility
O	O	complex
O	O	,
O	O	properdin
O	O	factor
O	O	B
O	O	,
O	O	and
B	B	deficiency
I	I	of
I	I	the
I	I	second
I	I	component
I	I	of
I	I	complement
O	O	.
O	O	The
O	O	relationship
O	O	of
O	O	the
O	O	genes
O	O	coding
O	O	for
O	O	HLA
O	O	to
O	O	those
O	O	coding
O	O	for
O	O	properdin
O	O	Factor
O	O	B
O	O	allotypes
O	O	and
O	O	for
B	B	deficiency
I	I	of
I	I	the
I	I	second
I	I	component
I	I	of
I	I	complement
O	O	(
O	O	C2
O	O	)
O	O	was
O	O	studied
O	O	in
O	O	families
O	O	of
O	O	patients
O	O	with
B	O	connective
I	O	tissue
I	O	disorders
O	O	.
O	O	Patients
O	O	were
O	O	selected
O	O	because
O	O	they
O	O	were
O	O	heterozygous
O	O	or
O	O	homozygous
O	O	for
B	B	C2
I	I	deficiency
O	O	.
O	O	12
O	O	families
O	O	with
O	O	15
O	O	matings
O	O	informative
O	O	for
B	B	C2
I	I	deficiency
O	O	were
O	O	found
O	O	.
O	O	Of
O	O	57
O	O	informative
O	O	meioses
O	O	,
O	O	two
O	O	crossovers
O	O	were
O	O	noted
O	O	between
O	O	the
B	B	C2
I	I	deficiency
O	O	gene
O	O	and
O	O	the
O	O	HLA
O	O	-
O	O	B
O	O	gene
O	O	,
O	O	with
O	O	a
O	O	recombinant
O	O	fraction
O	O	of
O	O	0
O	O	.
O	O	035
O	O	.
O	O	A
O	O	lod
O	O	score
O	O	of
O	O	13
O	O	was
O	O	calculated
O	O	for
O	O	linkage
O	O	between
B	B	C2
I	I	deficiency
O	O	and
B	O	HLA
O	O	-
O	O	B
O	O	at
O	O	a
O	O	maximum
O	O	likelihood
O	O	value
O	O	of
O	O	the
O	O	recombinant
O	O	fraction
O	O	of
O	O	0
O	O	.
O	O	04
O	O	.
O	O	18
O	O	families
O	O	with
O	O	21
O	O	informative
O	O	matings
O	O	for
O	O	both
O	O	properdin
O	O	Factor
O	O	B
O	O	allotype
O	O	and
O	O	HLA
O	O	-
O	O	B
O	O	were
O	O	found
O	O	.
O	O	Of
O	O	72
O	O	informative
O	O	meioses
O	O	,
O	O	three
O	O	recombinants
O	O	were
O	O	found
O	O	,
O	O	giving
O	O	a
O	O	recombinant
O	O	fraction
O	O	of
O	O	0
O	O	.
O	O	042
O	O	.
O	O	A
O	O	lod
O	O	score
O	O	of
O	O	16
O	O	between
O	O	HLA
O	O	-
O	O	B
O	O	and
O	O	Factor
O	O	B
O	O	allotypes
O	O	was
O	O	calculated
O	O	at
O	O	a
O	O	maximum
O	O	likelihood
O	O	value
O	O	of
O	O	the
O	O	recombinant
O	O	fraction
O	O	of
O	O	0
O	O	.
O	O	04
O	O	.
O	O	A
O	O	crossover
O	O	was
O	O	shown
O	O	to
O	O	have
O	O	occurred
O	O	between
O	O	genes
O	O	for
O	O	Factor
O	O	B
O	O	and
O	O	HLA
O	O	-
O	O	D
O	O	,
O	O	in
O	O	which
O	O	HLA
O	O	-
O	O	D
O	O	segregared
O	O	with
O	O	HLA
O	O	-
O	O	A
O	O	and
O	O	B
O	O	.
O	O	These
O	O	studies
O	O	suggest
O	O	that
O	O	the
O	O	genes
O	O	for
O	O	Factor
O	O	B
O	O	and
B	B	C2
I	I	deficiency
O	O	are
O	O	located
O	O	outside
O	O	those
O	O	for
B	O	HLA
O	O	,
O	O	that
O	O	the
O	O	order
O	O	of
O	O	genese
O	O	is
O	O	HLA
O	O	-
O	O	A
O	O	,
O	O	-
O	O	B
O	O	,
O	O	-
O	O	D
O	O	,
O	O	Factor
O	O	B
O	O	allotype
O	O	,
B	B	C2
I	I	deficiency
O	O	,
O	O	that
O	O	the
O	O	genes
O	O	coding
O	O	for
B	B	C2
I	I	deficiency
O	O	and
B	O	Factor
I	O	B
O	O	allotypes
O	O	are
O	O	approximately
O	O	3
O	O	-
O	O	-
O	O	5
O	O	centimorgans
O	O	from
O	O	the
O	O	HLA
O	O	-
O	O	A
O	O	and
O	O	HLA
O	O	-
O	O	B
O	O	loci
O	O	,
O	O	and
O	O	that
O	O	the
O	O	apparent
O	O	lack
O	O	of
O	O	recombinants
O	O	between
O	O	the
O	O	Factor
O	O	B
O	O	gene
O	O	and
B	B	C2
I	I	deficiency
O	O	gene
O	O	suggests
O	O	that
O	O	these
O	O	two
O	O	genes
O	O	lie
O	O	in
O	O	close
O	O	proximity
O	O	to
O	O	one
O	O	another
O	O	.
O	O	Distribution
O	O	of
O	O	emerin
O	O	and
O	O	lamins
O	O	in
O	O	the
O	O	heart
O	O	and
O	O	implications
O	O	for
B	B	Emery
I	I	-
I	I	Dreifuss
I	I	muscular
I	I	dystrophy
O	O	.
O	O	Emerin
O	O	is
O	O	a
O	O	nuclear
O	O	membrane
O	O	protein
O	O	which
O	O	is
O	O	missing
O	O	or
O	O	defective
O	O	in
B	B	Emery
I	I	-
I	I	Dreifuss
I	I	muscular
I	I	dystrophy
O	O	(
B	B	EDMD
O	O	)
O	O	.
O	O	It
O	O	is
O	O	one
O	O	member
O	O	of
O	O	a
O	O	family
O	O	of
O	O	lamina
O	O	-
O	O	associated
O	O	proteins
O	O	which
O	O	includes
O	O	LAP1
O	O	,
O	O	LAP2
O	O	and
O	O	lamin
O	O	B
O	O	receptor
O	O	(
O	O	LBR
O	O	)
O	O	.
O	O	A
O	O	panel
O	O	of
O	O	16
O	O	monoclonal
O	O	antibodies
O	O	(
O	O	mAbs
O	O	)
O	O	has
O	O	been
O	O	mapped
O	O	to
O	O	six
O	O	specific
O	O	sites
O	O	throughout
O	O	the
O	O	emerin
O	O	molecule
O	O	using
O	O	phage
O	O	-
O	O	displayed
O	O	peptide
O	O	libraries
O	O	and
O	O	has
O	O	been
O	O	used
O	O	to
O	O	localize
O	O	emerin
O	O	in
O	O	human
O	O	and
O	O	rabbit
O	O	heart
O	O	.
O	O	Several
O	O	mAbs
O	O	against
O	O	different
O	O	emerin
O	O	epitopes
O	O	did
O	O	not
O	O	recognize
O	O	intercalated
O	O	discs
O	O	in
O	O	the
O	O	heart
O	O	,
O	O	though
O	O	they
O	O	recognized
O	O	cardiomyocyte
O	O	nuclei
O	O	strongly
O	O	,
O	O	both
O	O	at
O	O	the
O	O	rim
O	O	and
O	O	in
O	O	intranuclear
O	O	spots
O	O	or
O	O	channels
O	O	.
O	O	A
O	O	polyclonal
O	O	rabbit
O	O	antiserum
O	O	against
O	O	emerin
O	O	did
O	O	recognize
O	O	both
O	O	nuclear
O	O	membrane
O	O	and
O	O	intercalated
O	O	discs
O	O	but
O	O	,
O	O	after
O	O	affinity
O	O	purification
O	O	against
O	O	a
O	O	pure
O	O	-
O	O	emerin
O	O	band
O	O	on
O	O	a
O	O	western
O	O	blot
O	O	,
O	O	it
O	O	stained
O	O	only
O	O	the
O	O	nuclear
O	O	membrane
O	O	.
O	O	These
O	O	results
O	O	would
O	O	not
O	O	be
O	O	expected
O	O	if
O	O	immunostaining
O	O	at
O	O	intercalated
O	O	discs
O	O	were
O	O	due
O	O	to
O	O	a
O	O	product
O	O	of
O	O	the
O	O	emerin
O	O	gene
O	O	and
O	O	,
O	O	therefore
O	O	,
O	O	cast
O	O	some
O	O	doubt
O	O	upon
O	O	the
O	O	hypothesis
O	O	that
B	B	cardiac
I	I	defects
O	O	in
B	B	EDMD
O	O	are
O	O	caused
O	O	by
O	O	absence
O	O	of
O	O	emerin
O	O	from
O	O	intercalated
O	O	discs
O	O	.
O	O	Although
O	O	emerin
O	O	was
O	O	abundant
O	O	in
O	O	the
O	O	membranes
O	O	of
O	O	cardiomyocyte
O	O	nuclei
O	O	,
O	O	it
O	O	was
O	O	absent
O	O	from
O	O	many
O	O	non
O	O	-
O	O	myocyte
O	O	cells
O	O	in
O	O	the
O	O	heart
O	O	.
O	O	This
O	O	distribution
O	O	of
O	O	emerin
O	O	was
O	O	similar
O	O	to
O	O	that
O	O	of
O	O	lamin
O	O	A
O	O	,
O	O	a
O	O	candidate
O	O	gene
O	O	for
O	O	an
O	O	autosomal
O	O	form
O	O	of
B	B	EDMD
O	O	.
O	O	In
O	O	contrast
O	O	,
O	O	lamin
O	O	B1
O	O	was
O	O	absent
O	O	from
O	O	cardiomyocyte
O	O	nuclei
O	O	,
O	O	showing
O	O	that
O	O	lamin
O	O	B1
O	O	is
O	O	not
O	O	essential
O	O	for
O	O	localization
O	O	of
O	O	emerin
O	O	to
O	O	the
O	O	nuclear
O	O	lamina
O	O	.
O	O	Lamin
O	O	B1
O	O	is
O	O	also
O	O	almost
O	O	completely
O	O	absent
O	O	from
O	O	skeletal
O	O	muscle
O	O	nuclei
O	O	.
O	O	In
B	B	EDMD
O	O	,
O	O	the
O	O	additional
O	O	absence
O	O	of
O	O	lamin
O	O	B1
O	O	from
O	O	heart
O	O	and
O	O	skeletal
O	O	muscle
O	O	nuclei
O	O	which
O	O	already
O	O	lack
O	O	emerin
O	O	may
O	O	offer
O	O	an
O	O	alternative
O	O	explanation
O	O	of
O	O	why
O	O	these
O	O	tissues
O	O	are
O	O	particularly
O	O	affected
O	O	.
O	O	.
O	O	Genetic
O	O	mapping
O	O	of
O	O	the
B	B	copper
O	I	toxicosis
O	O	locus
O	O	in
B	O	Bedlington
O	O	terriers
O	O	to
O	O	dog
O	O	chromosome
O	O	10
O	O	,
O	O	in
O	O	a
O	O	region
O	O	syntenic
O	O	to
O	O	human
O	O	chromosome
O	O	region
O	O	2p13
O	O	-
O	O	p16
O	O	.
O	O	Abnormal
I	B	hepatic
O	I	copper
I	I	accumulation
O	O	is
O	O	recognized
O	O	as
O	O	an
O	B	inherited
O	I	disorder
O	O	in
O	O	man
O	O	,
O	O	mouse
O	O	,
O	O	rat
O	O	and
O	O	dog
O	O	.
O	O	The
O	O	major
O	O	cause
O	O	of
B	B	hepatic
O	I	copper
O	I	accumulation
O	O	in
O	O	man
O	O	is
O	O	a
O	O	dysfunctional
O	O	ATP7B
O	O	gene
O	O	,
O	O	causing
B	B	Wilson
I	I	disease
O	O	(
B	B	WD
O	O	)
O	O	.
O	O	Mutations
O	O	in
O	O	the
O	O	ATP7B
O	O	genes
O	O	have
O	O	also
O	O	been
O	O	demonstrated
O	O	in
O	O	mouse
O	O	and
O	O	rat
O	O	.
O	O	The
O	O	ATP7B
O	O	gene
O	O	has
O	O	been
O	O	excluded
O	O	in
O	O	the
O	O	much
O	O	rarer
O	O	human
O	B	copper
I	I	overload
O	O	disease
O	B	non
O	I	-
O	I	Indian
I	I	childhood
I	I	cirrhosis
O	O	,
O	O	indicating
O	O	genetic
O	O	heterogeneity
O	O	.
O	O	By
O	O	investigating
O	O	the
O	O	common
B	O	autosomal
I	O	recessive
I	B	copper
I	I	toxicosis
O	O	(
B	B	CT
O	O	)
O	O	in
B	O	Bedlington
O	O	terriers
O	O	,
O	O	we
O	O	have
O	O	identified
O	O	a
O	O	new
O	O	locus
O	O	involved
O	O	in
B	O	progressive
B	B	liver
I	I	disease
O	O	.
O	O	We
O	O	examined
O	O	whether
O	O	the
B	B	WD
O	O	gene
O	O	ATP7B
O	O	was
O	O	also
O	O	causative
O	O	for
O	B	CT
O	O	by
O	O	investigating
O	O	the
O	O	chromosomal
O	O	co
O	O	-
O	O	localization
O	O	of
O	O	ATP7B
O	O	and
O	O	C04107
O	O	,
O	O	using
O	O	fluorescence
O	O	in
O	O	situ
O	O	hybridization
O	O	(
O	O	FISH
O	O	)
O	O	.
O	O	C04107
O	O	is
O	O	an
O	O	anonymous
O	O	microsatellite
O	O	marker
O	O	closely
O	O	linked
O	O	to
O	B	CT
O	O	.
O	O	However
O	O	,
B	O	BAC
O	O	clones
O	O	containing
O	O	ATP7B
O	O	and
O	O	C04107
O	O	mapped
O	O	to
O	O	the
O	O	canine
O	O	chromosome
O	O	regions
O	O	CFA22q11
O	O	and
O	O	CFA10q26
O	O	,
O	O	respectively
O	O	,
O	O	demonstrating
O	O	that
B	B	WD
O	O	cannot
O	O	be
O	O	homologous
O	O	to
O	B	CT
O	O	.
O	O	The
O	O	copper
O	O	transport
O	O	genes
O	O	CTR1
O	O	and
O	O	CTR2
O	O	were
O	O	also
O	O	excluded
O	O	as
O	O	candidate
O	O	genes
O	O	for
O	B	CT
O	O	since
O	O	they
O	O	both
O	O	mapped
O	O	to
O	O	canine
O	O	chromosome
O	O	region
O	O	CFA11q22
O	O	.
O	O	2
O	O	-
O	O	22
O	O	.
O	O	5
O	O	.
O	O	A
O	O	transcribed
O	O	sequence
O	O	identified
O	O	from
O	O	the
O	O	C04107
O	O	-
O	O	containing
O	O	BAC
O	O	was
O	O	found
O	O	to
O	O	be
O	O	homologous
O	O	to
O	O	a
O	O	gene
O	O	expressed
O	O	from
O	O	human
O	O	chromosome
O	O	2p13
O	O	-
O	O	p16
O	O	,
O	O	a
O	O	region
O	O	devoid
O	O	of
O	O	any
O	O	positional
O	O	candidate
O	O	genes
O	O	.
O	O	Molecular
O	O	analysis
O	O	of
O	O	the
B	B	APC
O	O	gene
O	O	in
O	O	205
O	O	families
O	O	:
O	O	extended
O	O	genotype
O	O	-
O	O	phenotype
O	O	correlations
O	O	in
B	B	FAP
O	O	and
O	O	evidence
O	O	for
O	O	the
O	O	role
O	O	of
B	B	APC
O	O	amino
O	O	acid
O	O	changes
O	O	in
B	B	colorectal
I	I	cancer
O	O	predisposition
O	O	.
B	O	BACKGROUND
O	O	/
B	O	AIMS
O	O	The
O	O	development
O	O	of
B	B	colorectal
I	I	cancer
O	O	and
O	O	a
O	O	variable
O	O	range
O	O	of
O	O	extracolonic
O	O	manifestations
O	O	in
B	B	familial
I	I	adenomatous
I	I	polyposis
O	O	(
B	B	FAP
O	O	)
O	O	is
O	O	the
O	O	result
O	O	of
O	O	the
O	O	dominant
O	O	inheritance
O	O	of
B	B	adenomatous
I	I	polyposis
I	I	coli
O	O	(
B	B	APC
O	O	)
O	O	gene
O	O	mutations
O	O	.
O	O	In
O	O	this
O	O	study
O	O	,
O	O	direct
O	O	mutation
O	O	analysis
O	O	of
O	O	the
B	B	APC
O	O	gene
O	O	was
O	O	performed
O	O	to
O	O	determine
O	O	genotype
O	O	-
O	O	phenotype
O	O	correlations
O	O	for
O	O	nine
O	O	extracolonic
O	O	manifestations
O	O	and
O	O	to
O	O	investigate
O	O	the
O	O	incidence
O	O	of
B	B	APC
O	O	mutations
O	O	in
B	O	non
I	O	-
B	O	FAP
B	B	colorectal
I	I	cancer
O	O	.
O	O	METHODS
O	O	The
B	B	APC
O	O	gene
O	O	was
O	O	analysed
O	O	in
O	O	190
O	O	unrelated
B	B	FAP
O	O	and
O	O	15
O	O	non
O	O	-
B	O	FAP
B	B	colorectal
I	I	cancer
O	O	patients
O	O	using
O	O	denaturing
O	O	gradient
O	O	gel
O	O	electrophoresis
O	O	,
O	O	the
O	O	protein
O	O	truncation
O	O	test
O	O	,
O	O	and
O	O	direct
O	O	sequencing
O	O	.
O	O	RESULTS
O	O	Chain
O	O	terminating
O	O	signals
O	O	were
O	O	only
O	O	identified
O	O	in
O	O	patients
O	O	belonging
O	O	to
O	O	the
B	B	FAP
O	O	group
O	O	(
O	O	105
O	O	patients
O	O	)
O	O	.
O	O	Amino
O	O	acid
O	O	changes
O	O	were
O	O	identified
O	O	in
O	O	four
O	O	patients
O	O	,
O	O	three
